"AND1_AL_S67","AND1_AY_S72","AND2_AL_S68","AND2_AY_S73","AND3_AL_S69","AND3_AY_S74","AND4_AL_S70","AND4_AY_S75","AND5_AL_S71","AND5_AY_S76"
0,0,0,47,0,0,0,101,0,39
71,0,288,26,74,0,8,15,0,0
3887,0,0,1388,2578,0,0,687,7344,6014
0,4399,2988,0,0,0,0,4997,0,0
0,0,0,0,0,0,436,0,0,0
0,0,0,0,0,78,15,0,0,0
0,0,0,24,0,0,0,0,452,266
0,0,0,0,0,0,0,0,0,106
8,146,0,0,18,0,233,0,0,0
0,269,34,17,45,18,26,123,10,120
84,0,0,0,32,0,0,0,0,0
0,0,0,0,0,0,0,0,661,0
0,0,174,0,0,0,0,8,0,0
0,0,0,125,0,0,0,0,0,0
392,0,0,0,58,0,406,187,20,5
0,0,0,67,0,0,0,0,0,0
0,0,0,0,65,0,0,0,0,0
0,0,0,0,450,0,0,0,0,0
0,0,0,0,223,0,0,0,0,0
0,0,0,0,87,0,0,0,0,0
109,0,66,0,0,0,0,0,0,0
262,238,1043,63,67,37,503,469,38,12
251,0,0,0,26,0,657,602,0,0
0,0,315,0,0,0,0,0,0,0
120,186,129,106,0,0,0,348,0,0
0,0,0,235,0,0,0,0,0,0
0,0,0,0,36,0,0,0,0,0
35,0,0,0,0,0,45,183,0,0
0,60,291,697,0,0,142,160,0,0
0,0,22,4,6,0,0,0,0,0
0,239,1265,17,0,224,0,1222,0,0
0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,267,83,0,0
0,0,0,24,0,24,0,0,0,0
19,12,0,0,0,0,14,0,0,0
0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,7,0,0,0
23,0,5,0,0,0,7,0,97,0
0,24,0,0,0,0,0,0,0,0
0,0,0,0,13,87,0,0,0,0
0,280,78,0,0,0,74,107,0,0
28,0,1758,0,65,104,62,43,401,16
33,15,0,0,0,212,238,0,0,0
0,731,98,0,0,0,0,147,0,0
1345,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1691,0,0,0
0,0,0,0,0,0,27,0,0,0
0,0,0,0,6,0,0,0,0,0
0,10,0,0,0,265,0,0,0,46
15,0,0,36,14,42,18,10,24,17
0,0,0,0,0,0,0,0,0,134
0,0,0,13,9,0,0,0,0,0
0,0,0,0,0,0,0,0,0,57
0,0,0,0,0,38,0,0,0,0
0,0,0,0,0,43,0,0,0,39
0,0,0,0,0,0,0,0,0,127
0,0,0,0,0,0,0,0,0,57
12,0,119,0,114,0,0,281,0,0
0,6,0,0,0,0,424,0,0,0
0,0,50,0,45,0,0,124,0,0
0,0,0,32,0,0,0,0,0,0
0,0,0,119,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,0
0,0,151,0,0,0,0,0,0,0
0,0,0,0,15,0,0,0,53,0
0,0,2117,0,0,0,0,680,0,0
38,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0
0,27,875,0,0,0,0,315,0,0
7029,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1882,0
0,0,1983,0,0,0,0,731,0,0
93,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,162
0,0,0,0,0,17,0,0,0,0
0,0,0,0,0,13,0,0,0,0
9,0,0,0,0,0,0,15,0,0
0,0,5,0,0,0,0,0,7,0
0,0,0,0,0,0,0,9,24,0
0,0,0,0,0,0,0,0,20,18
0,0,0,0,0,15,0,4,0,0
0,0,0,0,0,0,0,0,0,19
0,0,29,20,0,0,0,0,0,0
302,333,227,509,164,0,185,25,99,280
465,327,262,280,0,0,143,0,80,0
138,0,0,0,0,0,0,0,0,0
101,0,0,12,130,0,0,1590,0,0
0,0,0,0,0,0,0,0,0,66
8,774,0,114,0,11605,314,0,0,0
0,0,0,0,0,0,2,0,0,0
877,1693,0,0,0,0,11,0,22,0
0,0,0,82,0,0,53,38,0,0
0,0,0,0,9,0,54,0,0,0
0,0,0,0,0,0,0,0,0,74
0,0,0,0,0,0,0,0,13,0
0,0,5,259,0,0,63,96,570,581
13,127,21,63,0,47,15,0,74,0
0,0,0,0,135,0,0,0,0,0
0,0,0,0,0,0,0,0,174,0
0,0,0,68,0,0,0,0,0,1587
463,0,0,664,0,0,0,0,0,349
0,0,0,0,54,0,0,0,0,0
155,0,0,205,0,0,0,0,0,101
0,0,195,1074,0,0,0,341,329,96
1090,0,0,17,0,0,31,0,0,0
0,0,0,0,46,31,0,0,0,0
0,0,0,0,0,0,5,12,0,0
0,5602,183,0,0,0,0,0,0,0
0,506,1134,217,82,511,0,236,0,2643
226,0,0,0,0,0,0,0,0,0
0,918,0,0,0,0,0,0,0,138
0,0,0,0,0,0,0,41,0,0
0,0,0,1678,0,0,0,23,0,15
0,0,0,1516,0,0,0,0,0,0
525,0,0,1969,54,0,0,952,210,194
753,0,0,2001,0,0,0,0,0,908
0,0,0,0,18,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0
623,481,3823,0,2063,1237,1857,347,0,0
0,0,0,0,0,0,0,0,50,0
0,148,194,0,0,186,0,0,682,162
0,205,798,0,0,440,0,0,1367,335
0,0,433,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14,0,0
0,21,12,0,0,68,7,14,0,179
0,159,23,0,0,0,0,34,88,0
733,20,56,0,0,654,0,335,311,0
0,0,0,0,0,0,142,0,339,0
149,0,890,249,0,117,229,0,326,0
0,0,961,220,0,112,0,0,318,0
84,190,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,68,0
91,268,0,0,0,0,0,0,0,0
12,0,65,0,0,0,0,880,8,0
436,0,0,0,0,0,0,598,0,0
0,0,337,0,0,0,0,0,0,0
0,163,0,0,0,0,0,0,2029,0
0,0,0,79,0,0,0,0,0,120
2406,0,0,0,0,0,1990,0,0,0
0,0,810,13,0,0,0,0,0,0
34,49,10,0,14,0,0,0,0,0
0,0,0,396,0,0,0,0,0,506
0,0,0,197,0,0,0,0,0,309
90,0,0,0,0,0,0,24,0,0
0,0,22,0,0,0,129,0,0,0
0,0,55,0,0,0,0,0,0,0
0,30,1696,0,214,2065,0,273,0,0
0,0,600,0,0,682,0,85,0,0
0,0,0,0,0,0,3726,0,0,0
0,63,0,0,0,0,0,0,0,0
0,0,0,148,0,0,7,0,0,16
258,2259,1056,1212,0,764,584,0,3549,569
247,2216,994,1231,0,793,547,21,5601,641
0,0,0,0,0,0,251,0,0,0
23,0,0,0,0,207,26,0,22,0
65,27,0,26,0,48,0,0,9,0
0,0,110,0,0,0,0,19,0,0
0,0,42,13,0,0,20,0,0,0
7,15,29,0,0,0,121,0,65,0
0,0,0,0,0,0,11,0,28,0
0,16,0,0,0,79,0,0,0,70
39,72,29,0,0,543,57,149,0,0
109,11,24,0,11,166,182,15,34,96
0,0,0,0,0,17,0,0,0,0
0,0,54,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,20,0
10,0,0,0,0,0,0,0,0,0
14,11,0,10,5,27,0,0,11,0
0,0,536,0,0,0,0,102,0,0
42,0,0,247,68,0,0,0,156,0
37,0,18,0,0,0,0,0,36,0
0,0,0,0,0,0,0,8,0,0
0,0,0,54,0,0,36,0,0,0
0,0,0,78,0,0,0,0,0,0
0,0,0,6,0,0,30,0,0,0
111,189,49,134,0,0,13,73,158,194
145,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0
229,0,130,0,0,0,182,0,139,0
0,0,93,0,0,0,71,0,0,0
0,0,0,0,0,0,109,0,0,0
0,0,103,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0
106,0,0,0,0,0,0,0,0,0
51,0,158,0,0,141,0,0,0,66
0,0,0,0,0,0,0,0,206,0
0,0,106,18,0,9,0,20,0,0
0,0,251,0,0,66,0,0,0,0
0,30,0,58,0,0,55,26,26,0
32,0,0,0,121,121,0,0,0,39
136,39,0,103,0,107,64,68,33,72
71,0,193,106,19,220,0,50,112,0
0,20,209,0,0,300,183,0,0,0
0,0,0,653,0,0,0,0,0,0
0,0,0,0,89,0,0,0,0,0
472,169,141,1038,344,1064,558,180,428,408
0,0,0,137,0,0,0,123,0,133
0,0,0,0,0,0,47,0,0,0
0,0,40,0,0,335,0,0,0,0
0,0,0,0,0,148,0,0,128,44
0,0,25,0,14,0,37,0,0,0
0,0,0,0,0,0,0,43,0,0
0,0,54,0,0,0,59,0,0,0
0,0,0,0,0,45,0,0,0,0
0,570,33,172,93,327,19,202,21,170
0,0,0,0,0,123,0,0,0,0
0,0,0,51,0,30,0,0,0,0
0,0,0,0,0,279,0,0,0,0
0,0,0,0,9,0,0,0,0,0
0,30,194,51,102,163,0,21,37,0
0,0,0,0,0,14,0,31,0,0
202,144,79,148,3,226,10,25,13,9
0,0,139,0,0,127,0,294,0,433
99,33,0,77,37,0,298,116,0,0
0,0,0,0,0,0,0,186,0,0
13,24,0,202,0,0,0,0,36,0
8189,11,661,0,10,0,19,12,1461,0
0,0,0,0,14,0,0,0,0,0
11,289,426,373,20,106,197,25,56,554
0,25,8,0,9,0,15,0,0,0
0,0,0,0,8,0,0,0,15,0
0,0,6,4,12,0,0,0,0,0
0,0,0,111,0,291,0,0,0,0
0,0,22,0,0,0,0,0,0,0
0,0,31,32,0,7,0,0,35,0
74,0,20,0,0,0,6,0,0,0
10,4,0,0,0,0,24,0,0,0
0,0,0,0,8,0,20,11,0,0
0,0,97,0,0,0,0,0,0,0
259,125,536,386,108,509,336,175,139,137
879,0,0,546,73,35,20,0,103,0
273,48,419,345,109,338,154,652,299,292
100,231,66,0,51,0,213,0,129,0
466,0,94,3224,118,0,204,176,518,76
59,501,45,251,98,0,85,106,248,0
0,0,137,0,0,0,95,0,0,0
45,85,1173,0,0,0,0,37,24,0
38,236,1228,0,0,105,0,176,0,0
242,0,0,55,0,38,0,0,3953,0
206,76,0,31,31,0,0,0,0,0
0,0,0,0,0,0,0,0,627,0
0,130,91,0,0,0,77,143,0,1215
0,0,23,93,0,0,0,0,0,41
0,0,313,0,0,0,0,26,0,0
0,0,82,0,0,0,0,0,0,0
36,196,1424,44,121,2019,444,0,0,0
0,0,0,0,45,0,0,0,0,0
0,168,139,0,0,0,0,0,70,0
39,110,347,55,0,0,181,0,0,0
0,0,51,0,0,0,0,185,10,0
0,0,0,0,0,119,0,34,0,0
57,0,182,0,510,0,376,0,0,0
0,0,0,0,0,99,0,0,21,0
69,94,124,0,0,104,606,0,34,0
253,0,178,1120,0,0,1193,63,576,0
191,0,0,0,0,176,0,0,0,0
0,0,1937,0,346,0,0,0,0,0
0,122,0,0,0,105,0,0,0,0
99,0,0,0,54,0,140,0,0,57
947,33,469,145,85,126,327,405,204,25
0,0,186,0,51,0,0,0,0,0
0,0,0,136,0,0,0,0,0,0
91,0,1542,300,0,43,103,113,68,39
2564,405,1173,1684,173,2299,168,187,5069,1478
0,0,20,0,0,0,0,0,0,0
293,54,206,0,105,0,167,302,0,0
0,0,0,176,0,26,0,0,0,0
314,37,19,0,0,321,0,0,0,232
0,0,0,0,0,0,0,0,44,0
107,0,121,0,32,0,42,67,66,0
41,0,0,0,0,0,0,28,27,13
0,0,0,0,0,0,0,4,0,0
0,0,88,0,0,0,0,0,0,0
0,0,0,0,14,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,195,165,0,152
0,0,0,0,0,0,0,0,3,0
0,0,0,12,0,60,208,0,0,0
0,0,14,0,9,0,0,0,0,0
0,7,0,10,0,15,0,0,0,31
0,0,0,0,0,0,7,0,0,0
15,0,0,16,0,14,0,0,0,0
0,0,0,0,0,0,0,5,0,0
1994,0,0,28,0,736,0,0,273,41
9,0,0,0,0,0,0,0,0,0
17,0,8,25,20,29,0,187,0,0
35,901,0,0,0,0,0,0,0,0
254,0,0,0,300,0,0,0,0,0
82,0,0,69,37,0,0,0,0,0
0,0,18,0,0,15,69,0,27,9
14,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0
21,0,23,0,0,38,0,0,48,26
47,0,0,33,16,40,0,0,92,145
0,0,39,0,0,0,0,27,0,0
0,0,0,10,13,41,0,0,119,60
0,0,0,0,0,22,0,0,0,0
37,41,366,37,0,34,47,0,273,112
14,0,92,77,0,0,0,55,0,21
6226,4,10,121,0,0,21,0,0,0
0,0,0,0,0,22,0,0,0,21
73,31,0,0,0,41,122,0,20,0
0,0,0,9,0,0,0,0,0,0
338,0,55,0,0,0,24,0,0,0
88,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,0,0,0,0
45,221,0,9,0,345,12,82,0,0
0,19,26,0,12,0,15,0,0,0
0,0,0,0,0,0,0,39,0,0
0,0,0,30,0,0,0,0,0,0
0,62,37,248,73,97,62,32,697,82
0,0,194,0,0,0,0,0,0,0
0,0,0,31,0,90,0,0,0,0
1652,0,698,0,0,58,686,0,0,53
0,0,0,24,0,0,0,0,0,0
0,0,0,75,0,0,0,0,0,0
0,0,98,0,277,0,0,2691,0,0
0,0,0,206,0,0,0,0,0,0
0,37,0,20,157,0,0,170,0,0
0,0,0,0,0,0,0,61,0,0
0,0,0,0,0,0,0,15,0,0
0,0,0,0,7,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4
78,63,0,0,0,0,0,0,147,13
17,0,0,0,0,0,0,0,24,0
0,0,17,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,13,0
19,11,0,0,6,0,40,0,76,27
0,0,0,0,0,15,0,0,0,0
0,0,0,0,0,0,30,0,0,0
112,19,84,0,23,0,27,9,0,0
0,0,0,0,0,76,0,0,0,0
0,0,0,0,0,0,41,0,0,0
0,0,46,66,0,89,149,0,0,0
892,0,350,207,0,1226,0,22,241,0
0,0,0,0,0,0,26,0,1768,0
0,11,0,17,0,324,22,10,521,4841
0,13,35,0,0,0,0,0,215,833
0,0,0,0,0,0,20,0,0,671
57,0,0,0,19,0,80,0,658,0
0,0,0,0,0,32,44,0,0,0
28,0,0,0,0,0,47,0,0,0
0,0,28,0,0,0,0,0,0,0
135,0,0,16,0,1609,0,22,0,0
0,0,0,0,0,0,0,42,0,0
0,0,16,0,0,0,0,0,0,0
78,0,0,0,0,149,0,393,0,0
0,0,0,0,0,80,0,0,0,0
0,0,0,7,0,0,0,0,0,0
20,0,10,0,0,6,0,0,0,0
0,10,71,0,0,0,0,48,0,0
0,0,0,0,0,0,7,0,0,0
0,0,0,0,0,24,0,0,0,58
0,42,71,0,0,0,0,0,19,207
