"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"dc756b30df34a1f3ea3d2436eebf08b9","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","cc_115",NA
"c123ec846a7e3837d1247386a6060ad9","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","cc_115",NA
"42019875482bfb1e4ef010ce0cc617b8","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]",NA
"0f6200a5b77099113b52eea9a8645181","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","biforme"
"fc613984c6bd68a102eb7daee76a24a7","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","biforme"
"8833ed97ab90d2af80eb7c7f7921f139","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","biforme"
"4e19ee8c02f1c2d9b67ff32e0e9f4894","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","biforme"
"b153e0852342c0738da791930625716f","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","biforme"
"1141f30eddb626a3a1151a19445eadfe","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"6936e84b31770a5ca6aec66e66cb076f","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"9122e867c908301e783c5ce0c3bf12e0","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"6080c38f3a6d846ec7cf86c8f942d38a","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"bf1396edf82991b9bf52261622d17abb","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"ddbee449ea64b2609257fb8bd0c52081","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"c7caf74c28a89988e62900db338a0708","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"219fca301444ebadab34c1a35847fca8","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"58df89090206b56c52bfffa4b97f4d5d","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"67ec5c8d397bcd64b2e336a60eef437c","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"b4b702252bd73a5891088141b4481b4e","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"690df543c97f2394f67f7374003b9dfd","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"a6a79bac0a1d18d73c15678f08525c7d","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"74923f4bbde849e27fc4eda25d757e2a","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"9ef114f5e4c062c16ec614c0cbdc2262","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"0189d0173c07f11e7586ff20eb33f5ba","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"9bbc14160e2a3f585563897d63fcbb4d","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"c5db0b2637d4fc850665635a1b4e95bf","Bacteria",NA,NA,NA,NA,NA,NA
"917fd371d6de2aead4e7d8258eb3f2e9","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"efc53dead4f6aa3c5c7b6bc3ebd55544","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Holdemania",NA
"bed32819ac61599ccbef53fdf6be10a5","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Holdemania",NA
"a1820fe9a6476e061eb508be2efd5e89","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Bulleidia",NA
"ff9c38c8e5450a3347e39a6c1539fcdb","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","p-1630-c5"
"def8acc0fc88cc9a9cf110370ecc2c37","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","moorei"
"23c05ffd2b0ba1534717ee52a81b589e","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Holdemania",NA
"e427491a0189599f8edaf10fda929dcc","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Holdemania",NA
"86deb5cf8d6f29d383136e0d09863b69","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Holdemania",NA
"18ec94eafc6a9e0e4bbf1c35f88d512d","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"3b2956b6d9241043c28ec8b65e72b58e","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"aeeb35e31c4deae3a66c1c1c8e6e0daa","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"4e6af2397dd07edd27be46973d1ba884","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"d061a99148d649c4eca4836c5f4b5b68","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"af09a9ddf43ec3435ab92d3c4d56750e","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"2a13ecb6c618ddf8154298c69336dd8e","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Clostridium","spiroforme"
"8ce931b0c99ad5ed648c25483c1ca492","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Clostridium","ramosum"
"bdef6550fb448875f4bf4658988eaf6d","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Clostridium",NA
"b835514e2678e3c7ba13bfe0a0d79bb4","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Clostridium",NA
"1f982b62b3d278f92eb3007e366fbe14","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Clostridium","cocleatum"
"dafe809740d0545dc25c6939a84a1820","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus","cateniformis"
"903ae042a5de4438ecbbb0ce8fb87230","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus","cateniformis"
"20ad82385d93939209020556a55a2b24","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus",NA
"0584be58049c7828c032b2171aa00a4b","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus",NA
"105d5959bed2c9399522aba4291031fd","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus",NA
"fcfab546634e10be9800b9a4118b8dc9","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus",NA
"e79e5e4c871bac3c43de566188e10002","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"8ee46bec607fd103e5c9359defdedb54","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium",NA
"217185aee687740c4fa3cc0aa17ee4ff","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium",NA
"be8540465777d1f2fc9a75575fb5efea","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"2a60599baa99139da2ab4d5f523c6378","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"a4ca655c03a9fd3a09de413a16b9b4dd","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"a4d75555d99fd061545e14eed9b706b7","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"63c1cd3a8b447aaab13821358d5e4550","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"4fb39e704f5f7f3cd3a5f7edfdcd4fe9","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"5406f4862e6c5e04e925b8f0a501958d","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"97fac0066750e4fa0d9cc5e424cc0335","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"12d0367373141001d10aa24d7b6df1db","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"283ff99b5fdbf5fc98acdc7b0bda8a67","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"e08452fe094feb09f014f61ccb2c1a38","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"2e47af8615f67e565d4730c8d5b7b7f2","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"0ca71b260d390e8fe54ecec7df2793f6","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"fa3ea81850813428e176a8777e0ff674","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"bc4177a5fd330e9c23138dac2d6c69e0","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"825f58dfe7f3aeeb9b6c22ca9ac6f125","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"be3c193339036c1c241e9bc29bab1ff5","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"34159a781d9eb9b2656283aa0a8cb67f","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"dd909a4207895b54b1010161215f6af3","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"1a5c4ef63b6884559d918faf66faaaab","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"4090fa0a85514137330c6d0e7ef5c6d7","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"fc40e5336acc76d71b141f77caaee7fc","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"00b7ef9a4c2417f9312e664dcbd7d4eb","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"846b433f433cbb20d6208bd54067f911","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"0d3b942348cade7e1c41ac52df03e63e","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"7da7c0414c8ace7ada3e3abf887769f3","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"779150dcddeea202b069cb77e1a8de80","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"19daa442e75bbc0dae7e7b6e7e02a1e7","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"95f77f9e6df255cf93ec17c1a48bc194","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"060937e8871b7fff71a10f1bb58f15a2","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"5d62137a2d05df0be8d6b7e163a3ef08","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"bc149bb0a10df94c8e27c5a380e85762","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Mitsuokella",NA
"988b0b7321184cfc2c53e0966dcab560","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Mitsuokella","multacida"
"1634bc38311d3c868d1077602dc439f2","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Mitsuokella",NA
"f47f8e690205be8c0572db3c32829f43","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megamonas",NA
"58608abfcab89ccfa7a26fd04aa8d903","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA
"db9ba79e7e5c3dc3522422fbd114280f","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA
"cca22a273fa140d50cc3cdce9f539f73","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA
"eb0625de8a834f60cf4a36fbc54cee20","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA
"2c0fa4f09b72e538e3c6acead5b987cb","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA
"50559297c959c7138a8531841ba3f0ac","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA
"bd41a487dc9b925f867d13b831889b5f","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA
"089a2cc3001ddcab1c7c494983bdceb6","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA
"ee90bebacf6867cd5b4c487cb587ea9a","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA
"b75d05e361f46e33b39ef21d05334744","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA
"bd29db0138283d7529e9c8d31262175c","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella",NA
"29bb5fa7f45e47bbabab8cc1b1b3d18e","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","parvula"
"c312fc7fa42d41e125a10d7a15f9fd66","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar"
"6a84cc13aa03d25d1d0de1735e99166d","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","parvula"
"8f4a3341ccda8d1b45f286cb686a3aec","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","parvula"
"0a101c3fc7009333f68da3b2fee66e53","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","parvula"
"95348b8c18227b458056472fc9eeafd3","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","parvula"
"6c83fec6e8d03fad51eabc871853c991","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar"
"70b2e89c1cfe473c3bf961bfc7d0a17d","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella",NA
"2f2b44fb89900bc8ac9ae222a8df2729","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar"
"c1b636001e0773f9cca8096d70e8b5de","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar"
"62f043c2aed6f033879b83ca519fde32","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar"
"17c24a9e01ee9569cd8f4a4b0e9b1b33","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar"
"9478530fe286b6839b11fde9c2b0f9a0","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar"
"f434ebfe13e3764e53f40e7b99e07a39","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella",NA
"dd1bf5c1aaa505a0307f956dad847122","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella",NA
"ebd14a21e990e0266b2b985be4cb3c44","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella",NA
"209d9e7e500c3e5585fe6058075713ab","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella",NA
"124c75409b4ecd0bf23a84e28593567d","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella",NA
"82c26a1ec2622e2538b2560bde12f061","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella",NA
"a54942d73b5d227cdb51dc36a264c99e","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae",NA,NA
"9bbff59b3c1084173c4917e136b496fa","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Acidaminococcus",NA
"4c1afcf47b47fc2850fae19210e27117","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Acidaminococcus",NA
"0266857880ee5e71ce8a0ac79bcc2946","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium",NA
"a678fc12f8ade13c2f9c76d3d5c1cea0","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium",NA
"fa84fe79f81c0815916beabc35133b56","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium",NA
"e6803c7c2cf871b4530b39e6bccc3059","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium",NA
"5103d2e04793d327c7ab16d652dcc6e3","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium",NA
"de61860db8d93da85692dffb5cf32ab9","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium",NA
"3ec6218a76438451eeefdf0f7994562c","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium",NA
"a220d7daecd7de9a9560ac2a5a64e2a5","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Succiniclasticum",NA
"c6eec71571c450002fd8859255874e44","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"7efbb41c00a95ac3b123dde0e21dfbec","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"7e57bf1306ddc4beb5aa7a1084d8c845","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"810926a593979f3574e3bbe7defd3559","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"5eb9520307f1836913cc5937f1c9f64d","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"08c64a0ac16fcea5177c59cc7ed5b497","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"f0778e2bcb5cc8dfdb4bf443459f21de","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"c3937c933413c88df1db4b761e0e3ac7","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"54511712faf20eac297786f51c7f6c60","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"a7fad69a900f747d777bf13f8c1ffd83","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"47bef228ecdac7414639faa890cf779b","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"dabfdcf87d7bac880ba4335c38319319","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"aa1467077d6600e92abe3cc457c65b39","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"47c322b9d6230ee4f8f84f88ab1aefeb","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"dae615e3fe268bb6b93874eff75f5d14","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"8850ef06d13363bc3899fb50e3e73b45","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"f7686a74ca2d3729eb66305e8a26309b","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"588a23811b3e98af68f4f0fb24a0daa8","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"837731f141633cd0f557ff2feffb07e0","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"95fb1be2ae50b6d347649ea76c2a1874","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"c00f750cb9f93edb7d2310dcc8da16ef","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"32aafe68c8a393794b33ed02ef5c2393","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"49554560c45f7df9e907fa6cee2dbbc9","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"1e3e8dc41a6cded29ebbe2f18a7e8f15","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"525d64ff8a5140d13235ed64009a3494","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"0d6a5995b4cb6bca3cd147283c15f0dc","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"ac9166cff57e7ff3581eaf798edc726c","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"ab333f3dc6c55e220a52c60825df82ae","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"2f9fb5722bc75a80d1eebc5bf258f784","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"8ffd2b3caa54b2922e98a0d5aab5adde","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"832125cc4047fda431b8c31f00d9d596","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"dd8df03d0598fbb41843c1f163e33670","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ca104788c3a5e43fd244c21cfd147375","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"41b5e3f4ed225cc1df7610597eb6c152","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"13cc9381b0a647fb81dcf249a1408fa6","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Moryella","indoligenes"
"1bfa6612fb1bf4e91eac3d673968649c","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Moryella","indoligenes"
"e3f53547fb0024b842fe673a9dcead15","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"4c731267e801c2afe253b5cbb58bdd24","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"57049eff8fe4eb3097dbefed7f2410e3","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"0d188e3528ce4d674680de129470f7bc","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"821ab77a0499a8888d13db8b351896ac","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"5e079c45384e557ad4b8eda991542d19","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"744b8cd51857478bda77a9f3ab5e1d5a","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"356c6217702a759aa374aa1afd37a188","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"632fd97ad21c87fdd9abb6cacaefa9f2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"b45c9784d674879d68d54362419a1d70","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"60746d8928422234eb34fff42f4cca47","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"71a713c5aa69a8e46efa23a2437010b8","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"9caa12440830e96456250882ad25f89b","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"7ce470a3f833253f6d667fa6830abe07","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"4687677f9674fec6aca4275f36063b4d","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","torques"
"943715c9f82f0a2f0f77c619d4254b34","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","torques"
"077efac7b682095a6cb18338c8f15629","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"fefc7999a7e316dfa98bb6b63d6cfda9","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"ffd099163f119021de9a3d050bcf8483","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"0d357d84911ef4a089c6ae3c6deb39b9","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"fea3411c847e6627afb5e78b88e2e9af","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","torques"
"eb4676997ef064251d606e943357da7c","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"6800173fc42c1af3ce6edea1582b8696","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"ff0ad11230c950c29604ad0168261f85","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"0a2968483dec2a0cf2ac1c83866d3701","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"e9c08b25b8c45f8f077c6d5306f0c10f","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"2fc83579388cc9de70b76ff8fdb6ca37","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"a50af0fa764fcf9ec7bd6342850bb533","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"c3c6cc0978b1d7b987c0ff24b5b76fea","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"25e228b22da05b954dacda14bd15f973","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"a3e04035d97804a06b49371120a2b7d1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"fe2a1f2b6f247658881254d63fd68b74","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
